Word, Frequency
style, 1
circulation, 1
wit, 2
lost....", 1
blue-eyed,, 1
wiz, 1
eventually., 1
youthfulness--and, 1
chalk.", 1
batard!", 1
uhlans,, 2
wig, 1
wie, 1
raft,, 2
throb, 2
murder;, 1
trap.", 1
win, 15
murder?, 1
relation..., 1
bumped, 1
fancy!", 2
Parties, 1
message, 12
Went, 1
pockmarked,, 1
15,000, 1
murder., 1
mission, 8
murder,, 2
blushed, 35
coronation., 1
arrival, 36
something...", 1
coronation,, 1
raft., 1
why, 217
at..., 2
weather;, 1
petitioner,", 1
weather:, 1
6th, 2
close,, 2
pacifying, 2
Vaska?, 1
him--felt, 1
copses., 1
blue-, 2
blue,, 6
ejaculating, 1
copses,, 1
envying, 1
blue., 1
youngest, 6
woes, 1
predestined, 8
creating, 3
life..., 1
him--"did, 1
tying, 3
Vaska,, 1
Outside, 2
thwash, 1
provinces, 6
conjecture,, 1
post--whereas, 1
Welt, 1
plottings, 1
boyhood,, 1
sarcastically, 2
handing, 13
Well, 8
Cologne, 2
commander's, 8
holies, 1
theorist, 1
dinner,", 4
marshal's, 9
'overresist', 1
crumpled, 6
different, 116
creation, 5
expected--was, 1
twenty-thousandth, 1
barefooted, 5
cupful, 1
allegiance, 2
heroism!, 1
closes, 1
Row,, 1
closer, 28
dizzy, 1
Weib, 1
closed, 81
Astraea, 1
man--he, 1
sand--spread, 1
master...", 1
conjectures, 6
you--is, 1
sides', 1
sleeplessness, 2
soldiers--, 1
sides., 27
musicians, 5
sides,, 21
plowing, 1
seniors, 1
persistent, 2
younger,, 1
younger., 1
oublie, 1
weather,, 5
sides:, 2
sides;, 1
alliances,, 1
weather., 3
death's, 3
either!, 2
champing, 1
soldiers,", 1
defect--the, 1
married...., 1
cheeks,, 10
had--if, 1
champion, 1
widows, 1
22nd, 1
locality., 2
cheeks., 6
wiping, 14
forests,, 2
locality,, 3
Heavens!, 1
colleagues,, 1
Wolzogen--and, 1
pursuit--the, 1
standstill., 1
thickened, 1
commander.", 1
unprovoked, 1
Naples!", 1
Ivanovich, 20
activity--the, 1
particularly,, 1
accomplish, 4
sorrow...", 1
tugged,, 1
particularly., 1
plaited,, 2
wax, 11
couler., 1
way, 316
spectacle., 4
spectacle,, 1
Apraksins'., 1
slope., 3
war, 166
was, 7190
death,", 5
slope,, 3
spacious, 1
sweetheart!", 1
patronage, 5
driven, 27
high-pitched,, 1
unwinding, 2
driver, 11
drives, 6
conservatory., 2
conservatory,, 3
Marengo,, 1
mazurka,, 4
muddling!, 1
happen--despite, 1
Guards!", 1
Interrupting, 1
mazurka., 1
and...., 1
Revision, 1
widow,, 2
commander,", 2
comic,, 1
panic--it, 1
Aunt,, 3
hero's, 1
Aunt., 1
and...", 2
Mikhaylovna?", 1
wag, 2
slippers--was, 1
Freemason,, 1
"Ooh,, 1
dinner.", 2
old.", 1
opposing, 4
fellow's, 3
spurred, 8
wood, 32
arrested., 2
arrested,, 2
quarters,, 9
aides-de-, 1
quarters., 8
Alpatych, 84
alarm,, 6
alarm., 6
arrested?, 1
with...., 1
woot, 1
lifted, 62
to..., 3
uncle's, 1
wool, 1
6-me,", 1
bullets, 23
Mitka,, 2
"Move, 1
Andrusha's, 1
commander-in-chief?", 2
diplomats,, 1
guillotined, 1
killed..., 2
endears,, 1
proceeding, 6
wont, 3
s'ensuit!, 1
spectacles, 25
spectacled, 3
coming, 121
upland,, 1
Highness--the, 1
rage), 1
new., 4
rage,, 3
new,, 16
Visloukhovo,, 1
next, 134
stayed, 32
deviation--were, 1
chanter, 2
fellow,", 16
drank,, 2
pseudo-theory, 1
abruptly, 5
twenty-four, 3
Mikhaylovna's, 11
dreadful...", 1
bloodshed., 1
hair, 94
(again, 1
hail, 1
flags, 3
Alexeevich,, 7
away...", 1
"Khvostikov, 1
news, 127
narrating, 2
away...., 2
Sixth, 6
Alexeevich., 4
"perhaps, 2
paroxysm, 1
impact., 1
right...., 1
paperwork, 1
Freemasons, 8
plans?", 2
"'Now, 1
him--yet, 1
fellow.", 7
death!", 3
breadth, 5
wretch!..., 1
rages, 1
Petropol", 1
muddy, 13
more,", 9
doubts., 1
hack, 4
woke, 18
doubts,, 3
Vienna,, 11
Vienna., 2
net,, 1
electricity, 1
Voyons!, 1
proposing.", 1
suffered,, 3
Robbery, 2
rosier,, 1
joys., 1
joys,, 2
flag,, 1
flag., 1
tearfully, 1
size, 6
salesman, 1
horse!..., 1
had,, 10
happening--what, 1
had., 4
narration, 2
maliciously,, 1
forfeit, 1
Reply:, 1
spleen, 1
Vienna?, 2
longing), 1
moves,, 1
result, 63
opposite, 42
snowy,, 1
uncle,", 1
snowy-, 1
only?, 1
bullet,, 2
tranquillity,, 3
finally,, 2
tranquillity., 1
barns., 1
bullet., 1
rage., 3
Lannes, 2
cloudless,, 1
asleep?", 5
refreshing, 2
geography, 2
only,, 4
Terenty,, 1
only., 2
more.", 1
(like, 1
definite, 37
only:, 2
unchanged., 2
overwhelmed, 5
unchanged,, 1
thought!", 1
reluctance, 3
conspiracy,, 1
nest, 2
plentiful,, 1
exactions,, 1
whistle, 16
Channel., 1
won,, 2
ache--it, 1
notebook, 5
resume, 2
government?", 1
fourteen,, 3
wolf, 33
volition., 2
harvest, 5
hero!", 2
rapture, 6
Continually, 1
volition,, 1
unheard, 1
won., 4
unsatisfied, 1
flash, 3
camps:, 1
declined:, 1
flask, 2
via, 1
excludes, 1
clutching, 11
doubling, 1
avoiding, 16
peasant!", 1
pitch., 1
salver., 1
authors, 2
excluded, 1
Morgen!", 1
York, 1
vie, 2
salver,, 1
flat,, 1
tilted, 1
vicomte,", 1
exhausted, 20
contempt, 17
amants),, 1
Bagration's, 21
atmosphere, 13
strayed, 3
yourselves., 1
doubled, 2
monograms,, 1
vis, 1
violate, 1
argued,, 2
Smolensk"--he, 1
camps,, 4
yourselves,, 1
more!", 4
Go!...", 1
sin,", 1
perishing, 7
"among, 1
paternity.", 1
yourselves!, 1
Naples.", 1
rapidly, 69
collars,, 1
transfers,, 1
boomed,, 1
Potemkin's, 2
Aristovo, 1
trying, 158
clock...., 1
appreciated, 12
renewed,, 2
pacing., 1
renewed., 1
author:, 1
scrutinizing, 5
repellent, 2
banquet.", 1
judge, 25
Gallicism,", 1
doubles, 1
"dat, 1
"das, 1
author., 1
congratulated, 6
gigantic, 7
gray...", 1
"charmante.", 1
meaningless,, 4
foam-flecked, 1
meaningless., 4
establish, 5
flaps, 1
room?", 1
coldness--they, 1
there?--there, 1
symptoms, 8
sallow-faced, 1
unvarying, 1
loosened, 2
Naples,", 1
read,", 1
preaching, 2
Dmitrich,", 2
commander?", 2
Mikhaylovna,", 2
swells, 2
Devil, 2
husbandry., 1
justification, 9
kinsman, 2
weakness...", 1
clotted, 1
silly, 7
Napoleon?", 1
quartered, 7
three, 223
regained, 4
instance..., 1
"Platosha,", 1
strivings, 1
work, 106
Balashev, 71
"French, 1
flank, 67
uninfluenced, 1
x/y, 1
worn, 33
senseless--was, 1
inactive?, 1
Bagration.", 1
disheveled, 6
'seven?, 1
long!", 3
9.", 1
sleep!', 1
negation., 1
inactive,, 2
threw, 61
effacing, 1
program, 7
word, 167
wore, 42
China,, 1
accounts,, 1
feared, 35
predominance, 1
Saxons,, 1
"der, 1
dinner?", 1
Andrusha,", 1
silks, 1
Bridge, 2
contained, 7
authoritative, 1
accounts., 2
Julie, 41
flame, 7
outdo, 1
von, 6
earth", 1
representations, 1
vot, 1
victories;, 1
vos, 1
victories?, 1
vow, 3
chalice, 1
sill,, 4
nobodies,, 1
messenger,, 1
messenger., 4
"Most, 1
double,, 2
Historical, 1
earth., 8
ville!, 1
earth,, 13
sill., 3
expect?", 1
enchantment., 1
vicomte's, 2
Reasons, 1
outer, 6
engaged, 24
sin.", 1
smote, 2
earth:, 1
earth;, 1
appreciation., 1
moved;, 1
zakuska,, 1
blister, 1
unintentionally,", 1
rattling, 3
here--in, 1
significance,, 4
significance., 11
immovability, 1
company., 12
Vasilevna, 1
float, 3
sedateness, 1
tackled, 1
hosts!, 1
company,, 23
arm's, 2
significance:, 2
thereby, 18
complain,, 3
"Left..., 3
Obolenski's, 3
responsible,, 1
mansion, 2
daubed, 1
hips,, 1
Marat, 1
Tsar, 32
major!, 1
suckling, 1
'I'm, 1
"Sergeants, 1
major,, 3
moved., 7
stupidly!, 1
major-, 1
moved,, 11
major., 7
creaking, 7
company?, 1
what--what, 1
camp,", 2
vex, 2
helpless!, 1
trickery, 1
perceive, 7
farther,, 5
farther., 8
arm,", 1
Petya--"is, 1
currency, 1
eglises,, 1
seems...., 1
rejects, 2
ukase, 1
"C'est, 3
farther!, 1
helpless,, 1
seems...", 2
recoil, 1
twenty-mile, 1
hosts,, 1
trousers, 8
puckered, 11
hosts:, 1
Four, 8
improvised, 1
sidelong, 4
Telyanin, 10
elegant, 5
implored, 6
camp.", 1
triumphantly, 4
thanked, 13
"Andrew!", 1
Bosse., 1
trumpet,, 1
competent, 1
inside., 3
Ryazan,", 1
inside,, 2
crumbled, 2
sternly,, 6
(he's, 1
appointed, 47
700, 1
Wednesday, 3
packs:, 1
sister-in-law., 5
plainness, 7
"been, 1
uninvited, 1
sister-in-law,, 2
"Yes.", 4
fulfill, 15
cognizant, 1
allusion, 2
clever.", 1
farther;, 1
wide-, 3
sternly., 9
wide., 1
wide,, 4
farther?, 1
receipt,, 1
wriggling, 2
firelight, 1
sternly;, 1
guidance, 4
depwavity, 1
Seats, 1
powder, 9
remounted, 1
victories,, 1
flock, 3
trumpets, 1
up?", 3
victories., 1
author, 4
Moscow?..., 1
whereas,, 1
peremptorily., 1
unsuccessful:, 1
"Didn't, 6
drunkenness., 2
complaint, 2
drunkenness,, 1
fancy?", 1
(his, 3
"Yes,", 20
unsuccessful,, 1
Highest, 1
"rrrr!", 1
candlestick, 2
farthest, 9
planned, 7
peasant's, 4
wider, 2
widen, 1
pockets!', 1
drowsing,, 1
overclean--it, 1
START:, 1
Dmitrievna?, 2
prostrate,, 1
"Love..., 1
rain-soaked, 2
harvest,, 3
hatred, 15
really...", 3
"Going, 2
idleness,, 4
happiness--floated, 1
idleness., 2
given, 166
Steshka., 1
Linen, 1
Fifteen, 1
Dmitrievna!, 1
usual,", 1
secured, 5
excellent,, 1
comrades--not, 1
"Yes!", 1
excellent., 2
Dmitrievna,, 15
Dmitrievna., 15
Emperor!..., 1
Ivanovs'!", 1
too"--, 1
fattened,, 1
amusing, 15
pouch., 1
tangled, 3
fattened., 1
pouch,, 1
really...., 1
scraped,, 2
hidden,, 1
approving,, 1
costumes, 3
bigger, 4
Tsarevich's, 1
prostrated, 1
give., 4
give,, 1
mother--and, 1
accent--having, 1
repelling, 1
peace,", 2
overhead,, 2
primitive, 3
so?", 11
overhead., 1
angina...", 1
inhabitants, 29
endurance., 2
causes--coincided, 1
Lise?", 1
artisans, 1
Melyukovs,, 1
hollow, 20
helmets, 1
dishes, 7
Melyukovs', 1
secure., 1
partially, 1
25th, 1
Adraksin., 2
Talleyrand,, 5
Spaniards,, 2
"cut, 1
explain?", 1
Spaniards., 1
Thiers', 1
Momentum, 1
interrupted:, 1
narrative, 2
snap, 2
shouldering, 1
Thiers., 1
Moreover,, 14
eyeball,, 1
Thiers,, 4
related, 25
absent-mindedness,, 3
costume,, 3
unto, 6
interrupted,, 5
current,, 1
costume., 2
peace.", 2
interrupted., 5
current., 1
"Straight,, 1
request, 15
"Andre,", 1
useful, 12
nonmoral,, 1
individuals,, 6
preferable, 1
relates, 2
harness....", 1
Dorokhov's, 4
menservants;, 1
honoring, 1
wish--could, 1
Princess..., 1
assist, 5
placed,, 1
her..., 4
placed., 2
Elets, 1
flood, 3
compactly, 1
Foot, 3
menservants, 1
government's, 1
scandals,, 1
Kuzmich,, 5
synonymous, 1
succor,, 1
now--I'll, 1
afterglow, 1
atmosphere.", 1
feast,, 1
offahd, 1
friend's., 1
building, 15
borrowing, 2
falsehood, 6
gives, 22
need.", 1
"Yakov, 1
naively,, 1
fellow!", 7
camp!", 1
mentally, 14
miscalculated., 1
hostel, 1
barque, 2
mutilated,, 1
Austria,, 9
prettily, 2
irrecoverable,, 1
beginning., 3
doubtful,, 1
all--read., 1
fight,, 15
Nikita, 3
fight., 5
Austria., 2
beginning:, 2
hairy, 7
Chubby, 1
powers,, 2
hairs, 4
permission..., 1
standing!, 1
combatants, 1
fourteen, 5
beginning,, 5
elements, 7
questioningly, 3
powers;, 1
else....", 1
Wittgenstein,, 2
Doesn't, 3
contents, 5
EBOOK, 2
Mars,, 1
Company., 2
attendance, 15
up,", 5
senior., 1
powers., 3
sores--his, 1
standing., 6
self-confidence, 4
standing,, 9
concourse, 2
contente, 1
Company!, 1
(probably, 1
packet, 5
standing?, 1
canteen,, 1
pleasantly.), 1
Bedchamber,, 1
treachery,", 1
delightful, 13
hair,, 31
fathomed., 1
use, 69
hunt,, 5
Italian,, 4
hunt., 2
Austrian, 64
immutably, 2
hair., 22
arrived?", 1
serviceable, 1
swayed., 1
do?..., 1
remounts,, 1
decree, 4
needful, 1
immutable, 2
lungs,, 2
hair;, 1
Italian:, 1
me!...", 2
element,, 1
lungs., 1
benefactions, 1
purposely,, 2
Bedchamber., 1
handiwork., 1
stagger, 1
priding, 2
remounts., 1
Malasha's,, 1
we'll, 35
it--then, 1
Secondly, 3
up--head, 1
dreams,, 2
midnight,, 2
Dmitrich?", 1
dreams., 1
midnight., 2
handful, 4
fights, 2
Name,, 1
us!, 8
columns,, 7
24th, 1
is--she, 1
Empress'.), 1
Field,", 2
us), 1
Rugay, 3
ja,", 1
us,, 56
hindered, 8
past,", 3
us., 32
blundering., 1
Marshal,, 4
preoccupied, 17
Italians, 1
Marshal!, 1
us:, 1
columns., 5
us;, 4
us?, 2
alive!...", 1
awakened,, 1
awakened., 1
differing, 2
so,", 17
submitting, 6
thimble,, 1
solitude,, 3
liking, 5
modified, 1
shapes, 2
caldrons, 3
failure, 4
hair!, 1
week's, 2
darlings!", 1
courtier's, 1
shaped, 4
Freedom,, 1
up?, 1
packed, 11
rumors,, 2
up;, 3
rumors., 1
upland, 2
"Klyucharev, 1
frolicking, 1
waken...", 1
inspire, 5
Melyukovka,, 2
shape:, 1
exertion, 2
XIII, 32
rests., 1
enlighten,, 1
rests,, 1
Lazarev?", 1
Governor,, 1
Pope's, 2
espoused, 1
exploit, 2
Melyukovka?, 1
expecting, 60
musketoon, 2
stwaight., 1
unit, 3
drive,, 1
"great", 2
it--that, 1
drive., 2
reward..., 1
in-chief, 1
changing, 28
exasperation, 2
up.", 7
week,", 1
harvests, 2
French--and, 1
"Natalie?", 2
hieroglyph, 1
prepared.", 1
elbow--as, 1
Madeira, 1
exasperating, 1
(he,, 1
impatience,, 3
briefly, 8
income, 5
gathering, 7
"Really, 2
(Madame, 1
impatience., 3
therein, 1
magically, 1
Melyukova,, 1
we're, 17
up:, 3
pipe., 1
seeking., 1
eyes--only, 1
Wallachia,, 1
up., 94
up,, 122
"Clear, 2
way!..., 1
ideas.", 1
Maria, 3
provincials,, 1
une, 5
Marie, 2
French--all, 1
up!, 5
brightly,, 2
brightly., 2
trampled, 7
'There, 2
chestnut,, 1
Ours?", 1
excellency, 18
criticized, 2
wisdom.", 1
auditor,, 1
gusto, 1
commiserating, 1
Wallachia;, 1
Timofeevna,", 1
jingle., 1
excellence, 1
remarkable, 11
packs,, 2
persuasions,, 1
(her, 1
Prince!", 1
pipe,, 6
bath--in, 1
criticizes, 1
long-forgotten,, 1
'God, 1
overheard, 3
meshes, 1
responsibility?", 1
remarkably, 5
clever?", 1
"Such, 4
un-, 2
capabilities),, 1
commiseration, 3
Wallachian, 1
bwushed, 1
either!", 1
so.", 12
plasterers, 1
vue,", 1
statistics,, 1
statistics., 1
roaring, 2
took),, 1
reputed, 1
undo, 2
buttoned,, 1
wick., 1
enable, 2
frightened, 92
conspiratorial, 1
wick,, 1
explode, 1
rhapsodies, 1
squeaking, 3
daytime,, 2
censer, 1
well-lit, 1
up),, 1
Bolkonski!..., 1
broad-shouldered, 2
rousing, 1
loudly, 27
greeting, 12
well!..., 1
literature, 1
we've, 8
Rustchuk,, 1
angered, 4
barren, 2
sickness, 2
indisposition., 1
barrel, 2
conveyance),, 1
colored., 1
propriety's, 1
commissary, 1
leagues, 2
thanks,, 2
paperweight, 2
thanks., 1
March, 3
Dmitrievna's, 14
affair, 50
boats,, 2
beginnings, 1
boats., 1
(had, 1
choking, 8
need?", 1
invite, 6
recoils, 1
overcoming, 1
Lopukhin, 2
questions,", 1
pipes, 2
locations., 1
parties,", 1
position...", 1
content,, 2
content., 3
dashing,, 1
lay,, 4
abandoning,, 1
lay., 5
Bucharest,, 1
s..., 1
enfants, 1
lovely,", 1
explained, 41
unbounded, 1
powerfully, 1
Dmitrievna?", 1
Bucharest!, 1
meekly, 9
witchery,, 1
principal, 9
XIV,, 1
footman, 35
attendant,, 2
laws, 69
seemed,, 6
slow, 8
ill-directed, 1
seemed., 1
convoyman, 1
away,, 87
cloud., 1
Nothing, 15
Prince),, 1
Hollow., 1
scattering, 2
scarves, 3
beneficent?, 1
"Rostov!, 1
away!, 7
cloud,, 3
caustic,, 1
fetched, 5
withstand, 5
Sewene, 1
stages,, 2
inside?", 1
ingratiate, 2
review, 12
maneuvers, 9
danger.", 1
lays, 2
floundered, 1
corrections., 1
lovely.", 1
languages,, 1
Friant's, 5
disrespectfully, 1
stammering,, 1
sure!", 1
cloudy, 1
sty,", 1
essence., 3
Balashev:, 1
understood., 8
evening, 135
understood,, 6
Duport?", 1
finish:, 1
clouds, 21
discussed., 2
attendant., 2
discussed,, 2
finished...", 1
pass?", 3
self-confident., 1
Spirit., 2
self-confident,, 3
Balashev., 8
understood!, 1
Balashev,, 15
barricaded, 1
unanimous, 1
Spirit,, 1
reads,, 1
picturesqueness, 1
award, 1
abroad, 12
aware, 25
ready!, 1
comfortable, 8
comfortably, 5
would, 1333
approximately, 2
consisted, 30
footmen, 16
Eighteenth.", 1
strides, 5
"Drain, 1
recounting., 1
deliberately., 2
slur, 3
stress, 1
indignantly., 1
Historians, 1
equations, 1
ready?, 2
Zakhar, 3
proprietors., 1
shelter., 4
plaintively:, 1
Obolenski, 2
differently, 5
slack,, 1
dread, 8
Prince.", 3
ready., 8
straight, 93
ready,, 23
shelter,, 1
cleaving, 1
clothing, 1
Repnin, 2
sadness, 8
Treasury, 1
adapt, 1
'Join, 1
matchmaker, 1
Kuzminichna, 16
wattle., 1
Particularly, 1
stationed, 21
"but, 68
deliberately,, 2
Gruzinski's, 1
"Rostov,, 1
disappoint, 6
swung, 7
Preussisch-Eylau,, 1
stimulate, 1
eh?", 17
Mounting, 2
churches,, 6
angling, 1
lathe,, 3
Does, 2
lathe., 1
meeting, 78
sly", 1
affetto."..., 2
must..., 2
dinnertime,, 1
aiming, 3
sly,, 2
maneuver,, 1
Prince,", 15
Icon, 1
churches., 2
place...., 1
consists., 1
"tomorrow", 1
Topcheenko., 1
drawing-room,, 1
"wiser, 1
feet., 13
consists,, 1
street, 28
feet;, 1
rights, 8
pictures?", 1
him--who, 1
grapeshot.", 2
Mary!, 2
discharging, 1
lemonade),, 1
rested, 15
Likhachev--isn't, 1
complying, 4
perpetrated.", 1
army--physically, 1
caprice., 3
Mary:, 1
caprice,, 1
Mary., 78
Mary-, 1
hirelings, 1
Mary,, 96
Don., 1
elapsed., 1
place...", 1
illness,, 9
Zakhar., 1
illness., 5
irresolute., 1
lather, 1
"Rubbish,, 1
Mary;, 3
meanness!, 1
actions--without, 1
Mary?, 1
Zakhar,, 3
"Draw, 1
revision,, 1
intellect,, 4
intellect., 1
well-fed,, 1
traces., 1
Tipsy, 1
rumored, 3
diplomat., 1
meanness,, 1
diable, 2
diplomat,, 2
large-boned,, 1
meanness., 1
Christ"--he, 1
thin--moved., 1
diplomats, 1
breeze, 1
fancywork, 1
punishment, 7
interval, 4
right;, 2
right:, 1
Russie,, 1
eleven, 5
Marya, 108
right., 41
right,, 83
arrangements., 2
arrangements,, 3
wound, 27
his.", 1
principle, 7
damper, 1
(Though, 1
right", 1
Sivtsev, 2
fees,, 1
right!, 12
banner, 3
fees., 1
hail,, 1
wanderings,, 1
place?", 2
forgetfulness, 2
hail., 1
brightened,, 1
restored., 1
brightened., 2
feet!, 1
so!", 14
dark-faced, 2
Mameluke,, 1
right?, 1
feet,, 19
funnel., 1
Cautiously, 1
last, 316
sometimes, 98
Wintzingerode,, 3
Marry, 1
attended., 1
attended,, 2
men!..., 1
danger,", 1
jeered, 1
maladies, 1
Finland., 2
prettier, 5
regularly, 4
thoughts--would, 1
Russian, 411
power!, 1
phrase, 12
incessant, 11
devout,", 1
lash, 1
Heaven.", 1
Cherubini,, 1
Russia;, 3
unchanged, 3
velvets, 1
mind--about, 1
unbent, 1
velvety, 4
books--no, 1
"bow, 1
late, 59
mowers,, 1
tub, 3
attendants, 2
paymaster's, 1
citizens, 5
talk--as, 1
nephew,, 9
nephew., 3
friends.", 2
tug, 1
away., 99
"Prussian, 1
Russia!, 2
convulsively, 4
dear?", 9
intervals;, 1
unloading,, 1
danger),, 1
law?, 1
"Stop, 7
666, 1
away;, 5
away:, 1
Russia., 29
Russia,, 42
away?, 3
"three,", 1
extent, 8
inability, 2
can!", 1
unchangingly,, 1
Wintzingerodes, 1
law., 7
mufti, 1
law,, 8
Russia:, 1
doubt.", 1
recompense, 1
See!", 1
power., 21
extend, 4
twy, 2
power,, 33
m'amene, 1
human, 102
soutenir, 1
Rykonty,, 2
two, 491
power?, 4
intervals,, 3
power:, 1
weariness, 9
power;, 2
concurrence, 2
attack--very, 1
utilizing, 1
impart, 2
bread?", 1
Lily,, 1
levying, 1
corporal,, 5
pitied., 3
Mason., 4
Where, 22
infinitesimal, 1
spelling,, 1
Mason,, 5
spelling., 1
Bazdeev's, 5
humor, 3
Philip, 1
devoured, 2
press--and, 1
inventor,, 1
books, 14
trend, 4
Mass,, 2
relate), 1
laughing.", 1
instructions..., 1
Mass., 2
laughing.', 1
musical., 1
boom,, 3
windows, 13
musical,, 1
ah..., 1
limping, 2
When, 371
investigate, 1
Fedchenko, 1
floor, 25
Halfway, 4
place),, 1
undertaking, 9
shaving, 2
blossom,, 1
entrenchment, 2
background., 1
assumed, 49
try, 58
shrewd, 7
background,, 1
friends,", 4
assumes, 3
foreheads.", 1
Zakharchenko,, 1
peace!", 1
Masons, 5
stooped, 13
entrance, 20
witness, 2
hired, 2
door--speaking, 1
expanse., 1
"First,, 2
widow, 5
shouldered, 3
older, 9
expanse,, 1
dear!", 8
confinement, 1
stations,, 1
muter,, 1
slay, 5
spiral, 1
Bennigsen's., 1
menacingly,, 1
Information, 4
listeners., 1
slap, 1
Znaim, 6
lain, 4
expense, 4
listeners,, 2
say--"Yes,, 1
lair, 1
upsetting, 3
laid, 51
histories, 15
respect, 34
observation), 1
flow!, 1
little., 2
Shishkov,, 2
to!, 3
little,, 17
observation,, 8
"Unterkunft,", 1
pass,", 1
circumstances--did, 1
ruined...., 1
do...not, 1
useless.", 1
window), 1
gripping, 2
watchword--, 1
to., 26
window., 21
"Consider, 1
servant.", 1
window,, 23
to,, 40
snout!, 1
flight;, 1
place.", 1
Malvintseva,, 1
flight?, 1
assenting, 1
blanket., 1
daydreams, 1
conscripted,, 1
width, 1
blanket,, 2
Bronnitskis, 1
to?, 9
girlhood, 1
Prince?", 7
to;, 2
chalked, 1
precepts, 1
architect, 5
unpleasant, 39
resorted, 1
reader, 3
another--Pierre, 1
Rostov--their, 1
self-assurance, 3
declaimed,, 1
friends',, 1
toe, 2
trifling,, 1
spree, 1
translucent,, 1
dozens,, 1
land, 15
When,, 7
impassive, 5
southeast., 1
Rumyantsev,, 4
23rd, 1
southeast,, 1
turtle, 2
observations, 3
flight,, 3
flight., 8
lap,, 1
toy, 1
tow, 1
crash., 1
Prokofy,, 2
impassable--there's, 1
tearless, 1
"Arranging, 1
perceptible,, 2
too, 252
top, 16
imbibed, 1
marshals,, 11
place,", 2
unapproachability, 1
scuttle., 1
book., 8
Bronnitski,, 1
book,, 7
novels.", 1
mother's., 2
mother's,, 1
lame, 1
proclamation, 16
humid, 1
needed, 46
window:, 1
Mason, 11
marshals., 3
worthy., 1
flour, 5
book:, 2
elude, 1
lovely!", 2
slew, 2
lamp, 6
pitied,, 1
"Natalie!", 1
assistant),, 1
nineteenth,, 2
sergeant, 30
sinister, 2
tie, 4
actress., 1
declared,, 3
actress,, 1
strewn, 4
actress', 1
tin, 1
mood--love, 1
championship, 1
filled, 61
center, 36
thy, 9
fiancee!..., 1
Lise.", 1
slim, 4
vacant, 3
patrols, 2
irreparable, 1
armee, 1
armed, 15
awkward, 23
flown, 2
ascent, 2
booth, 1
flows, 4
"Weren't, 1
scourge,", 1
forgiving.", 1
dear,", 19
cakes, 2
superciliousness,, 1
'Husbands', 1
promptly, 8
fuss!", 2
reserve, 7
trees, 23
unfairly, 1
fought),, 1
father--who, 1
round., 27
fact...", 1
lad,, 10
spitting, 2
hit!", 1
Elder, 4
Malvintseva., 1
lad., 4
notice--, 1
event--from, 1
lad!, 3
"yonder.", 1
round;, 1
unworthiness,, 1
collar--, 1
'How, 4
presumably, 1
Father!...", 1
booty, 7
2600-8.zip, 1
Saviour,, 1
rustle, 15
boots, 34
diplomacy, 2
sufficient,, 1
spreading,, 2
spreading., 1
slip, 10
alimony, 1
endowed, 5
awake, 10
him--evidently, 1
round!, 1
scullions, 1
spirit, 37
mustn't, 11
round-, 3
sufficient., 1
round,, 35
ten, 83
meanwhile, 13
What, 309
hoarsely., 3
hoarsely,, 1
rounds, 2
tea, 41
"yes,, 2
times--"in, 1
rigid,, 1
Consciousness, 2
rigid., 1
Villier,, 1
"marshal's, 1
civilians, 3
aglow,, 1
redolent, 1
Lise's, 3
lace, 5
arrived!", 1
finish., 10
cheek--"and, 1
lad?, 2
finish,, 6
fortune., 2
spire,, 1
news.", 1
lack, 21
meantime,, 1
petticoat, 2
dun-colored,, 1
tread, 7
fortune,, 8
debts--had, 1
superseded, 2
await, 14
rhythmically, 3
grapeshot!", 1
lad;, 1
monetary, 1
commander-in-chief--a, 1
together!", 1
treat, 13
Again,, 2
Duport!", 1
comrade's,, 1
merchant's, 4
shoulders), 1
Peters..., 1
shoulders,, 34
draped, 2
shoulders., 21
civilian,, 3
prompted, 6
invaluable, 2
Again!, 1
party--in, 1
esteemed, 1
papers..., 1
Masha, 2
Lise,", 1
Davout's,, 1
Cygne, 2
quanti...., 1
cleverer, 3
dismounting, 2
aroused., 2
habitual, 17
eventuality, 1
traps., 1
ha!", 4
counterorders--when, 1
the, 31708
Involuntarily, 7
preside, 1
tree,, 6
"yes", 1
dear.", 5
bronze, 1
scratched, 4
tree., 3
fortunes, 2
helplessly, 5
composure, 6
lads, 3
propounding, 1
lady, 48
culprit, 1
inhabited, 1
Dessalles, 18
present...", 1
incurred, 2
Whom,, 1
affords, 1
luckless, 1
horn;, 1
bonne, 1
"greatness.", 1
publican., 2
impel, 1
publican,, 3
threes,, 1
prancing, 1
world--a, 1
brigade, 2
horn,, 3
absent., 2
LIABILITY,, 1
absent-, 1
day!", 1
smile., 125
troubled, 11
smile,, 69
announced:, 1
announced,, 3
announced., 1
touched,, 4
smile:, 8
uncontrolled, 1
illogical., 1
pleaded,, 1
Kazan, 4
Ilynichna, 1
pleaded., 1
troubles, 6
paused,, 20
couple,", 1
"Good,, 1
horns, 2
paused., 23
truce, 9
true,, 17
cloths., 1
"Tonight,, 1
true!, 2
please..., 2
"philosophical", 1
prayers., 2
troyka, 10
Oder,, 1
Iogel's, 3
prayers,, 4
days..., 1
grew, 121
smiled, 102
parading, 2
exclaimed., 8
exclaimed,, 14
muster, 1
envoy, 5
virile,, 1
dream,", 1
reverberate, 1
hour!", 1
suffer, 9
